epoch;accuracy;loss;val_accuracy;val_loss
0;0.10679611563682556;2.3037407398223877;0.08232445269823074;2.3037493228912354
1;0.12540453672409058;2.2974653244018555;0.09200968593358994;2.303154230117798
2;0.12055016309022903;2.2967796325683594;0.09443099051713943;2.302945137023926
3;0.11650485545396805;2.2924869060516357;0.1404358297586441;2.300323963165283
4;0.13511326909065247;2.286865234375;0.1307506114244461;2.29591965675354
5;0.15048544108867645;2.2741751670837402;0.18401937186717987;2.2858026027679443
6;0.16343042254447937;2.2606329917907715;0.18159806728363037;2.2696359157562256
7;0.21925565600395203;2.2277584075927734;0.21791768074035645;2.240298271179199
8;0.238673135638237;2.18827223777771;0.3050847351551056;2.193376302719116
9;0.29045307636260986;2.1220932006835938;0.36561742424964905;2.1305670738220215
10;0.3543689250946045;2.0497355461120605;0.47215497493743896;2.0437254905700684
11;0.40210357308387756;1.942314624786377;0.4188861846923828;1.9331140518188477
12;0.4166666567325592;1.8423371315002441;0.49152541160583496;1.8312604427337646
13;0.47491908073425293;1.7180345058441162;0.5544794201850891;1.7035861015319824
14;0.5097087621688843;1.592650055885315;0.5665859580039978;1.579695463180542
15;0.5275080800056458;1.4956952333450317;0.6053268909454346;1.495850920677185
16;0.5550161600112915;1.4112533330917358;0.6174334287643433;1.39071524143219
17;0.594660222530365;1.3332440853118896;0.6537530422210693;1.333337426185608
18;0.6165048480033875;1.259211540222168;0.6101694703102112;1.2600901126861572
19;0.606796145439148;1.2317476272583008;0.65617436170578;1.212158441543579
20;0.6658576130867004;1.156793475151062;0.6513317227363586;1.1370710134506226
21;0.6334951519966125;1.1245613098144531;0.6634382605552673;1.0898032188415527
22;0.663430392742157;1.084509253501892;0.6803874373435974;1.0534192323684692
23;0.6739482283592224;1.0529402494430542;0.6924939751625061;1.0219640731811523
24;0.6804206967353821;1.0128079652786255;0.7021791934967041;0.9928027391433716
25;0.6909385323524475;0.9950376749038696;0.7191283106803894;0.9370173811912537
26;0.6998381614685059;0.9621453881263733;0.6876513361930847;0.9263231754302979
27;0.7144013047218323;0.946444034576416;0.7118644118309021;0.8973116874694824
28;0.7216828465461731;0.9117423892021179;0.7191283106803894;0.8862794637680054
29;0.7200646996498108;0.9139041900634766;0.7239709496498108;0.8928784728050232
30;0.7241100072860718;0.883608341217041;0.7288135886192322;0.8370770215988159
31;0.7216828465461731;0.8657162189483643;0.7312348484992981;0.8483611941337585
32;0.7289643883705139;0.8609544038772583;0.7481840252876282;0.8261818289756775
33;0.7394822239875793;0.8362696170806885;0.7578692436218262;0.7898489236831665
34;0.7394822239875793;0.8128926157951355;0.7360774874687195;0.822075366973877
35;0.7516181468963623;0.8024500608444214;0.7699757814407349;0.7690872550010681
36;0.7516181468963623;0.7936155200004578;0.7554479241371155;0.7578276991844177
37;0.7475728392601013;0.8001154065132141;0.7675544619560242;0.7590157389640808
38;0.7588996887207031;0.7702454328536987;0.7578692436218262;0.7640685439109802
39;0.7637540698051453;0.7631051540374756;0.7796609997749329;0.7360623478889465
40;0.7637540698051453;0.7409400343894958;0.7723971009254456;0.740867018699646
41;0.7766990065574646;0.7272965312004089;0.7748184204101562;0.7232364416122437
42;0.7694174647331238;0.7528703212738037;0.7845036387443542;0.7046149969100952
43;0.7799353003501892;0.7154023051261902;0.7772396802902222;0.706571638584137
44;0.7750809192657471;0.7031861543655396;0.7845036387443542;0.6981503963470459
45;0.7904530763626099;0.6975932717323303;0.7772396802902222;0.7021859884262085
46;0.78721684217453;0.6841081976890564;0.7917675375938416;0.6875045299530029
47;0.7823624610900879;0.6930877566337585;0.7966101765632629;0.695580005645752
48;0.7969255447387695;0.6745898723602295;0.7772396802902222;0.6901959776878357
49;0.7944983839988708;0.6667020916938782;0.7941888570785522;0.6745051741600037
